0,1
False	15	329.71875	2689.0,b'174\r\n'
False	15	331.0625	2670.5,b'174\r\n'
False	15	332.375	2654.0,b'174\r\n'
False	15	333.71875	2635.25,b'174\r\n'
False	15	335.078125	2612.5,b'174\r\n'
False	15	336.4375	2593.5,b'174\r\n'
False	15	337.765625	2590.75,b'174\r\n'
False	15	339.109375	2583.5,b'174\r\n'
False	15	340.4375	2571.75,b'174\r\n'
False	15	341.78125	2565.75,b'176\r\n'
False	15	343.125	2560.75,b'176\r\n'
False	15	344.5	2561.0,b'176\r\n'
False	15	345.8125	2556.75,b'176\r\n'
False	15	347.125	2549.0,b'176\r\n'
False	15	348.46875	2546.5,b'176\r\n'
False	15	349.796875	2547.25,b'176\r\n'
True	15	351.140625	2555.5,b'176\r\n'
False	15	352.484375	2563.25,b'176\r\n'
False	15	353.796875	2601.5,b'176\r\n'
False	15	355.109375	0.0,b'176\r\n'
False	15	356.4375	2826.75,b'176\r\n'
False	15	357.765625	2846.25,b'178\r\n'
False	15	359.15625	0.0,b'178\r\n'
False	15	0.5	2643.0,b'178\r\n'
False	15	1.8125	2655.0,b'178\r\n'
False	15	3.15625	2672.5,b'178\r\n'
False	15	4.5	2658.0,b'178\r\n'
False	15	5.84375	2661.75,b'178\r\n'
False	15	7.171875	0.0,b'178\r\n'
False	15	8.5	2781.0,b'178\r\n'
False	15	9.78125	0.0,b'178\r\n'
False	15	11.140625	0.0,b'178\r\n'
False	15	12.46875	2805.0,b'178\r\n'
